run_id,repeat,fold,population,population_state,training_id_hash,validation_id_hash,eligible_training_id_hash,eligible_validation_id_hash,centers,boundary,n_train_before_eligibility,n_validation_before_eligibility,n_train_after_eligibility,n_validation_after_eligibility,train_events,train_censors,validation_events,validation_censors,train_structural_absence,train_small_roi_1_9,train_extractable,validation_structural_absence,validation_small_roi_1_9,validation_extractable,n_structural_absence,n_small_roi_1_9,n_extractable,inner_5fold_feasible,paired_comparator_run_id,paired_population_equal,R_low_candidate_hash,R_high_candidate_hash,B_data_read,B_reader_invoked,B_source_opened,B_statistics_generated,performance_generated,binding_W04_modeling_protocol_sha256,binding_W03_candidate_freeze_sha256,binding_W07_outer_split_config_sha256,binding_W07_outer_split_artifact_sha256,binding_W07A_protocol_sha256,binding_W07A_amendment_json_sha256,binding_P4R_reconciliation_sha256
M3L,5,4,R_low,R_low,030725765536ebe8836dd35e2605cd2829c21f41a549204c31546e77d841c5c0,98fa14887ecede65d3fc4f0c9414bbe38129679b12ae88446c0dab08a8e64ee3,d925b533d8af9bb617a41e5ba7ca441f6678ffd9634a636f98564b759c5bac40,98237ec539ec0576521d7c14699f4bc72e666a4ab2fb306d5a439eea17dea020,"[2.105670364398302,3.5420273811216605]",2.8238488727599815,315,78,314,77,72,242,16,61,1,0,314,0,1,77,1,1,391,True,M2_R_low,True,a5f6b8e571d222ce442b87b54c7fe295ccfce3201cfc1f75c3859a00fcbc46b0,a0bbb4b4ab475fffb725dd2c04c407273cf57c486bd00198e3d77f736e7434ce,False,False,False,False,False,888a4bbc871548fbef9cacc767d00cc9f01ed68d4396e20ee2063a0c098c3dfe,ae3ed731308d4915675678258bc1c23d9a9e9e493fec4dd57745e7049a3b5cb2,535f0aa7caef877727dc08bb70741b1c96ed4542230b5cfbf173eeff48677217,24764ee31381621d6a71098a00277743b126a8f00c382afb89d819357ece6502,adc8665ed5bc639353744bc6f2aa22ab421cf0a88e457057123ee29fbf7bcc70,0ca857a7b22c5b948c675f9970cc07b5a908c3f486be3f5656c86e20b5479f14,374ddc9f6ecd01c04ff957576f032fec18f0ebbb53f6651a725ad0b6aff7786d
M2_R_high,5,4,R_high,R_high,030725765536ebe8836dd35e2605cd2829c21f41a549204c31546e77d841c5c0,98fa14887ecede65d3fc4f0c9414bbe38129679b12ae88446c0dab08a8e64ee3,654f449a09cc47855f797d65a41eb4a92a768f534e65c6bcc7059da2c2147657,8d5e88de5d449a17b06f2f44f790ef9a641f6a735cea57cf9572faffff723d18,"[2.105670364398302,3.5420273811216605]",2.8238488727599815,315,78,284,71,68,216,16,55,19,12,284,5,2,71,24,14,355,True,M3H,True,a5f6b8e571d222ce442b87b54c7fe295ccfce3201cfc1f75c3859a00fcbc46b0,a0bbb4b4ab475fffb725dd2c04c407273cf57c486bd00198e3d77f736e7434ce,False,False,False,False,False,888a4bbc871548fbef9cacc767d00cc9f01ed68d4396e20ee2063a0c098c3dfe,ae3ed731308d4915675678258bc1c23d9a9e9e493fec4dd57745e7049a3b5cb2,535f0aa7caef877727dc08bb70741b1c96ed4542230b5cfbf173eeff48677217,24764ee31381621d6a71098a00277743b126a8f00c382afb89d819357ece6502,adc8665ed5bc639353744bc6f2aa22ab421cf0a88e457057123ee29fbf7bcc70,0ca857a7b22c5b948c675f9970cc07b5a908c3f486be3f5656c86e20b5479f14,374ddc9f6ecd01c04ff957576f032fec18f0ebbb53f6651a725ad0b6aff7786d
M3H,5,4,R_high,R_high,030725765536ebe8836dd35e2605cd2829c21f41a549204c31546e77d841c5c0,98fa14887ecede65d3fc4f0c9414bbe38129679b12ae88446c0dab08a8e64ee3,654f449a09cc47855f797d65a41eb4a92a768f534e65c6bcc7059da2c2147657,8d5e88de5d449a17b06f2f44f790ef9a641f6a735cea57cf9572faffff723d18,"[2.105670364398302,3.5420273811216605]",2.8238488727599815,315,78,284,71,68,216,16,55,19,12,284,5,2,71,24,14,355,True,M2_R_high,True,a5f6b8e571d222ce442b87b54c7fe295ccfce3201cfc1f75c3859a00fcbc46b0,a0bbb4b4ab475fffb725dd2c04c407273cf57c486bd00198e3d77f736e7434ce,False,False,False,False,False,888a4bbc871548fbef9cacc767d00cc9f01ed68d4396e20ee2063a0c098c3dfe,ae3ed731308d4915675678258bc1c23d9a9e9e493fec4dd57745e7049a3b5cb2,535f0aa7caef877727dc08bb70741b1c96ed4542230b5cfbf173eeff48677217,24764ee31381621d6a71098a00277743b126a8f00c382afb89d819357ece6502,adc8665ed5bc639353744bc6f2aa22ab421cf0a88e457057123ee29fbf7bcc70,0ca857a7b22c5b948c675f9970cc07b5a908c3f486be3f5656c86e20b5479f14,374ddc9f6ecd01c04ff957576f032fec18f0ebbb53f6651a725ad0b6aff7786d
M2_dual_radiomics,5,4,dual_radiomics,dual_radiomics,030725765536ebe8836dd35e2605cd2829c21f41a549204c31546e77d841c5c0,98fa14887ecede65d3fc4f0c9414bbe38129679b12ae88446c0dab08a8e64ee3,76a950047b0fc9ce5b5ccb5f5c0644406326b30e15b03dad8a7d52a0f7e834f2,1f3875fdaa22bf8c6cefa02160a8e28d39a611ca2eb74b0d80e2d5d1cd3ad9b9,"[2.105670364398302,3.5420273811216605]",2.8238488727599815,315,78,283,70,68,215,15,55,20,12,283,5,3,70,25,15,353,True,M3L_dual_radiomics,True,a5f6b8e571d222ce442b87b54c7fe295ccfce3201cfc1f75c3859a00fcbc46b0,a0bbb4b4ab475fffb725dd2c04c407273cf57c486bd00198e3d77f736e7434ce,False,False,False,False,False,888a4bbc871548fbef9cacc767d00cc9f01ed68d4396e20ee2063a0c098c3dfe,ae3ed731308d4915675678258bc1c23d9a9e9e493fec4dd57745e7049a3b5cb2,535f0aa7caef877727dc08bb70741b1c96ed4542230b5cfbf173eeff48677217,24764ee31381621d6a71098a00277743b126a8f00c382afb89d819357ece6502,adc8665ed5bc639353744bc6f2aa22ab421cf0a88e457057123ee29fbf7bcc70,0ca857a7b22c5b948c675f9970cc07b5a908c3f486be3f5656c86e20b5479f14,374ddc9f6ecd01c04ff957576f032fec18f0ebbb53f6651a725ad0b6aff7786d
M3L_dual_radiomics,5,4,dual_radiomics,dual_radiomics,030725765536ebe8836dd35e2605cd2829c21f41a549204c31546e77d841c5c0,98fa14887ecede65d3fc4f0c9414bbe38129679b12ae88446c0dab08a8e64ee3,76a950047b0fc9ce5b5ccb5f5c0644406326b30e15b03dad8a7d52a0f7e834f2,1f3875fdaa22bf8c6cefa02160a8e28d39a611ca2eb74b0d80e2d5d1cd3ad9b9,"[2.105670364398302,3.5420273811216605]",2.8238488727599815,315,78,283,70,68,215,15,55,20,12,283,5,3,70,25,15,353,True,M2_dual_radiomics,True,a5f6b8e571d222ce442b87b54c7fe295ccfce3201cfc1f75c3859a00fcbc46b0,a0bbb4b4ab475fffb725dd2c04c407273cf57c486bd00198e3d77f736e7434ce,False,False,False,False,False,888a4bbc871548fbef9cacc767d00cc9f01ed68d4396e20ee2063a0c098c3dfe,ae3ed731308d4915675678258bc1c23d9a9e9e493fec4dd57745e7049a3b5cb2,535f0aa7caef877727dc08bb70741b1c96ed4542230b5cfbf173eeff48677217,24764ee31381621d6a71098a00277743b126a8f00c382afb89d819357ece6502,adc8665ed5bc639353744bc6f2aa22ab421cf0a88e457057123ee29fbf7bcc70,0ca857a7b22c5b948c675f9970cc07b5a908c3f486be3f5656c86e20b5479f14,374ddc9f6ecd01c04ff957576f032fec18f0ebbb53f6651a725ad0b6aff7786d
M3H_dual_radiomics,5,4,dual_radiomics,dual_radiomics,030725765536ebe8836dd35e2605cd2829c21f41a549204c31546e77d841c5c0,98fa14887ecede65d3fc4f0c9414bbe38129679b12ae88446c0dab08a8e64ee3,76a950047b0fc9ce5b5ccb5f5c0644406326b30e15b03dad8a7d52a0f7e834f2,1f3875fdaa22bf8c6cefa02160a8e28d39a611ca2eb74b0d80e2d5d1cd3ad9b9,"[2.105670364398302,3.5420273811216605]",2.8238488727599815,315,78,283,70,68,215,15,55,20,12,283,5,3,70,25,15,353,True,M2_dual_radiomics,True,a5f6b8e571d222ce442b87b54c7fe295ccfce3201cfc1f75c3859a00fcbc46b0,a0bbb4b4ab475fffb725dd2c04c407273cf57c486bd00198e3d77f736e7434ce,False,False,False,False,False,888a4bbc871548fbef9cacc767d00cc9f01ed68d4396e20ee2063a0c098c3dfe,ae3ed731308d4915675678258bc1c23d9a9e9e493fec4dd57745e7049a3b5cb2,535f0aa7caef877727dc08bb70741b1c96ed4542230b5cfbf173eeff48677217,24764ee31381621d6a71098a00277743b126a8f00c382afb89d819357ece6502,adc8665ed5bc639353744bc6f2aa22ab421cf0a88e457057123ee29fbf7bcc70,0ca857a7b22c5b948c675f9970cc07b5a908c3f486be3f5656c86e20b5479f14,374ddc9f6ecd01c04ff957576f032fec18f0ebbb53f6651a725ad0b6aff7786d
M4,5,4,dual_radiomics,dual_radiomics,030725765536ebe8836dd35e2605cd2829c21f41a549204c31546e77d841c5c0,98fa14887ecede65d3fc4f0c9414bbe38129679b12ae88446c0dab08a8e64ee3,76a950047b0fc9ce5b5ccb5f5c0644406326b30e15b03dad8a7d52a0f7e834f2,1f3875fdaa22bf8c6cefa02160a8e28d39a611ca2eb74b0d80e2d5d1cd3ad9b9,"[2.105670364398302,3.5420273811216605]",2.8238488727599815,315,78,283,70,68,215,15,55,20,12,283,5,3,70,25,15,353,True,M2_dual_radiomics,True,a5f6b8e571d222ce442b87b54c7fe295ccfce3201cfc1f75c3859a00fcbc46b0,a0bbb4b4ab475fffb725dd2c04c407273cf57c486bd00198e3d77f736e7434ce,False,False,False,False,False,888a4bbc871548fbef9cacc767d00cc9f01ed68d4396e20ee2063a0c098c3dfe,ae3ed731308d4915675678258bc1c23d9a9e9e493fec4dd57745e7049a3b5cb2,535f0aa7caef877727dc08bb70741b1c96ed4542230b5cfbf173eeff48677217,24764ee31381621d6a71098a00277743b126a8f00c382afb89d819357ece6502,adc8665ed5bc639353744bc6f2aa22ab421cf0a88e457057123ee29fbf7bcc70,0ca857a7b22c5b948c675f9970cc07b5a908c3f486be3f5656c86e20b5479f14,374ddc9f6ecd01c04ff957576f032fec18f0ebbb53f6651a725ad0b6aff7786d
M0-R,5,4,main,main,030725765536ebe8836dd35e2605cd2829c21f41a549204c31546e77d841c5c0,98fa14887ecede65d3fc4f0c9414bbe38129679b12ae88446c0dab08a8e64ee3,030725765536ebe8836dd35e2605cd2829c21f41a549204c31546e77d841c5c0,98fa14887ecede65d3fc4f0c9414bbe38129679b12ae88446c0dab08a8e64ee3,"[2.105670364398302,3.5420273811216605]",2.8238488727599815,315,78,315,78,72,243,17,61,0,0,0,0,0,0,0,0,0,True,none,True,a5f6b8e571d222ce442b87b54c7fe295ccfce3201cfc1f75c3859a00fcbc46b0,a0bbb4b4ab475fffb725dd2c04c407273cf57c486bd00198e3d77f736e7434ce,False,False,False,False,False,888a4bbc871548fbef9cacc767d00cc9f01ed68d4396e20ee2063a0c098c3dfe,ae3ed731308d4915675678258bc1c23d9a9e9e493fec4dd57745e7049a3b5cb2,535f0aa7caef877727dc08bb70741b1c96ed4542230b5cfbf173eeff48677217,24764ee31381621d6a71098a00277743b126a8f00c382afb89d819357ece6502,adc8665ed5bc639353744bc6f2aa22ab421cf0a88e457057123ee29fbf7bcc70,0ca857a7b22c5b948c675f9970cc07b5a908c3f486be3f5656c86e20b5479f14,374ddc9f6ecd01c04ff957576f032fec18f0ebbb53f6651a725ad0b6aff7786d
M1-R,5,4,main,main,030725765536ebe8836dd35e2605cd2829c21f41a549204c31546e77d841c5c0,98fa14887ecede65d3fc4f0c9414bbe38129679b12ae88446c0dab08a8e64ee3,030725765536ebe8836dd35e2605cd2829c21f41a549204c31546e77d841c5c0,98fa14887ecede65d3fc4f0c9414bbe38129679b12ae88446c0dab08a8e64ee3,"[2.105670364398302,3.5420273811216605]",2.8238488727599815,315,78,315,78,72,243,17,61,0,0,0,0,0,0,0,0,0,True,none,True,a5f6b8e571d222ce442b87b54c7fe295ccfce3201cfc1f75c3859a00fcbc46b0,a0bbb4b4ab475fffb725dd2c04c407273cf57c486bd00198e3d77f736e7434ce,False,False,False,False,False,888a4bbc871548fbef9cacc767d00cc9f01ed68d4396e20ee2063a0c098c3dfe,ae3ed731308d4915675678258bc1c23d9a9e9e493fec4dd57745e7049a3b5cb2,535f0aa7caef877727dc08bb70741b1c96ed4542230b5cfbf173eeff48677217,24764ee31381621d6a71098a00277743b126a8f00c382afb89d819357ece6502,adc8665ed5bc639353744bc6f2aa22ab421cf0a88e457057123ee29fbf7bcc70,0ca857a7b22c5b948c675f9970cc07b5a908c3f486be3f5656c86e20b5479f14,374ddc9f6ecd01c04ff957576f032fec18f0ebbb53f6651a725ad0b6aff7786d
M2-R,5,4,main,main,030725765536ebe8836dd35e2605cd2829c21f41a549204c31546e77d841c5c0,98fa14887ecede65d3fc4f0c9414bbe38129679b12ae88446c0dab08a8e64ee3,030725765536ebe8836dd35e2605cd2829c21f41a549204c31546e77d841c5c0,98fa14887ecede65d3fc4f0c9414bbe38129679b12ae88446c0dab08a8e64ee3,"[2.105670364398302,3.5420273811216605]",2.8238488727599815,315,78,315,78,72,243,17,61,0,0,0,0,0,0,0,0,0,True,none,True,a5f6b8e571d222ce442b87b54c7fe295ccfce3201cfc1f75c3859a00fcbc46b0,a0bbb4b4ab475fffb725dd2c04c407273cf57c486bd00198e3d77f736e7434ce,False,False,False,False,False,888a4bbc871548fbef9cacc767d00cc9f01ed68d4396e20ee2063a0c098c3dfe,ae3ed731308d4915675678258bc1c23d9a9e9e493fec4dd57745e7049a3b5cb2,535f0aa7caef877727dc08bb70741b1c96ed4542230b5cfbf173eeff48677217,24764ee31381621d6a71098a00277743b126a8f00c382afb89d819357ece6502,adc8665ed5bc639353744bc6f2aa22ab421cf0a88e457057123ee29fbf7bcc70,0ca857a7b22c5b948c675f9970cc07b5a908c3f486be3f5656c86e20b5479f14,374ddc9f6ecd01c04ff957576f032fec18f0ebbb53f6651a725ad0b6aff7786d
M3L_vs_M3H,5,4,dual_radiomics,comparison_only,030725765536ebe8836dd35e2605cd2829c21f41a549204c31546e77d841c5c0,98fa14887ecede65d3fc4f0c9414bbe38129679b12ae88446c0dab08a8e64ee3,76a950047b0fc9ce5b5ccb5f5c0644406326b30e15b03dad8a7d52a0f7e834f2,1f3875fdaa22bf8c6cefa02160a8e28d39a611ca2eb74b0d80e2d5d1cd3ad9b9,"[2.105670364398302,3.5420273811216605]",2.8238488727599815,315,78,283,70,68,215,15,55,20,12,283,5,3,70,25,15,353,True,M3H_dual_radiomics,True,a5f6b8e571d222ce442b87b54c7fe295ccfce3201cfc1f75c3859a00fcbc46b0,a0bbb4b4ab475fffb725dd2c04c407273cf57c486bd00198e3d77f736e7434ce,False,False,False,False,False,888a4bbc871548fbef9cacc767d00cc9f01ed68d4396e20ee2063a0c098c3dfe,ae3ed731308d4915675678258bc1c23d9a9e9e493fec4dd57745e7049a3b5cb2,535f0aa7caef877727dc08bb70741b1c96ed4542230b5cfbf173eeff48677217,24764ee31381621d6a71098a00277743b126a8f00c382afb89d819357ece6502,adc8665ed5bc639353744bc6f2aa22ab421cf0a88e457057123ee29fbf7bcc70,0ca857a7b22c5b948c675f9970cc07b5a908c3f486be3f5656c86e20b5479f14,374ddc9f6ecd01c04ff957576f032fec18f0ebbb53f6651a725ad0b6aff7786d
M0,5,5,main,main,9b53ee37353270e1b0ca616aa5918ffb5cc9d2feb411e13c5e36ece0e8ae3230,da919837310ecbc19da2290d84a58a297c7c2b52b9e1c2ea8522e5fc85dd33f6,9b53ee37353270e1b0ca616aa5918ffb5cc9d2feb411e13c5e36ece0e8ae3230,da919837310ecbc19da2290d84a58a297c7c2b52b9e1c2ea8522e5fc85dd33f6,"[2.113420691530584,3.5060036234391987]",2.809712157484891,315,78,315,78,71,244,18,60,0,0,0,0,0,0,0,0,0,True,none,True,a5f6b8e571d222ce442b87b54c7fe295ccfce3201cfc1f75c3859a00fcbc46b0,a0bbb4b4ab475fffb725dd2c04c407273cf57c486bd00198e3d77f736e7434ce,False,False,False,False,False,888a4bbc871548fbef9cacc767d00cc9f01ed68d4396e20ee2063a0c098c3dfe,ae3ed731308d4915675678258bc1c23d9a9e9e493fec4dd57745e7049a3b5cb2,535f0aa7caef877727dc08bb70741b1c96ed4542230b5cfbf173eeff48677217,24764ee31381621d6a71098a00277743b126a8f00c382afb89d819357ece6502,adc8665ed5bc639353744bc6f2aa22ab421cf0a88e457057123ee29fbf7bcc70,0ca857a7b22c5b948c675f9970cc07b5a908c3f486be3f5656c86e20b5479f14,374ddc9f6ecd01c04ff957576f032fec18f0ebbb53f6651a725ad0b6aff7786d
M1,5,5,main,main,9b53ee37353270e1b0ca616aa5918ffb5cc9d2feb411e13c5e36ece0e8ae3230,da919837310ecbc19da2290d84a58a297c7c2b52b9e1c2ea8522e5fc85dd33f6,9b53ee37353270e1b0ca616aa5918ffb5cc9d2feb411e13c5e36ece0e8ae3230,da919837310ecbc19da2290d84a58a297c7c2b52b9e1c2ea8522e5fc85dd33f6,"[2.113420691530584,3.5060036234391987]",2.809712157484891,315,78,315,78,71,244,18,60,0,0,0,0,0,0,0,0,0,True,none,True,a5f6b8e571d222ce442b87b54c7fe295ccfce3201cfc1f75c3859a00fcbc46b0,a0bbb4b4ab475fffb725dd2c04c407273cf57c486bd00198e3d77f736e7434ce,False,False,False,False,False,888a4bbc871548fbef9cacc767d00cc9f01ed68d4396e20ee2063a0c098c3dfe,ae3ed731308d4915675678258bc1c23d9a9e9e493fec4dd57745e7049a3b5cb2,535f0aa7caef877727dc08bb70741b1c96ed4542230b5cfbf173eeff48677217,24764ee31381621d6a71098a00277743b126a8f00c382afb89d819357ece6502,adc8665ed5bc639353744bc6f2aa22ab421cf0a88e457057123ee29fbf7bcc70,0ca857a7b22c5b948c675f9970cc07b5a908c3f486be3f5656c86e20b5479f14,374ddc9f6ecd01c04ff957576f032fec18f0ebbb53f6651a725ad0b6aff7786d
M2,5,5,main,main,9b53ee37353270e1b0ca616aa5918ffb5cc9d2feb411e13c5e36ece0e8ae3230,da919837310ecbc19da2290d84a58a297c7c2b52b9e1c2ea8522e5fc85dd33f6,9b53ee37353270e1b0ca616aa5918ffb5cc9d2feb411e13c5e36ece0e8ae3230,da919837310ecbc19da2290d84a58a297c7c2b52b9e1c2ea8522e5fc85dd33f6,"[2.113420691530584,3.5060036234391987]",2.809712157484891,315,78,315,78,71,244,18,60,0,0,0,0,0,0,0,0,0,True,none,True,a5f6b8e571d222ce442b87b54c7fe295ccfce3201cfc1f75c3859a00fcbc46b0,a0bbb4b4ab475fffb725dd2c04c407273cf57c486bd00198e3d77f736e7434ce,False,False,False,False,False,888a4bbc871548fbef9cacc767d00cc9f01ed68d4396e20ee2063a0c098c3dfe,ae3ed731308d4915675678258bc1c23d9a9e9e493fec4dd57745e7049a3b5cb2,535f0aa7caef877727dc08bb70741b1c96ed4542230b5cfbf173eeff48677217,24764ee31381621d6a71098a00277743b126a8f00c382afb89d819357ece6502,adc8665ed5bc639353744bc6f2aa22ab421cf0a88e457057123ee29fbf7bcc70,0ca857a7b22c5b948c675f9970cc07b5a908c3f486be3f5656c86e20b5479f14,374ddc9f6ecd01c04ff957576f032fec18f0ebbb53f6651a725ad0b6aff7786d
M0_W_available,5,5,W_available,W_available,9b53ee37353270e1b0ca616aa5918ffb5cc9d2feb411e13c5e36ece0e8ae3230,da919837310ecbc19da2290d84a58a297c7c2b52b9e1c2ea8522e5fc85dd33f6,9b53ee37353270e1b0ca616aa5918ffb5cc9d2feb411e13c5e36ece0e8ae3230,da919837310ecbc19da2290d84a58a297c7c2b52b9e1c2ea8522e5fc85dd33f6,"[2.113420691530584,3.5060036234391987]",2.809712157484891,315,78,315,78,71,244,18,60,0,0,0,0,0,0,0,0,0,True,M5,True,a5f6b8e571d222ce442b87b54c7fe295ccfce3201cfc1f75c3859a00fcbc46b0,a0bbb4b4ab475fffb725dd2c04c407273cf57c486bd00198e3d77f736e7434ce,False,False,False,False,False,888a4bbc871548fbef9cacc767d00cc9f01ed68d4396e20ee2063a0c098c3dfe,ae3ed731308d4915675678258bc1c23d9a9e9e493fec4dd57745e7049a3b5cb2,535f0aa7caef877727dc08bb70741b1c96ed4542230b5cfbf173eeff48677217,24764ee31381621d6a71098a00277743b126a8f00c382afb89d819357ece6502,adc8665ed5bc639353744bc6f2aa22ab421cf0a88e457057123ee29fbf7bcc70,0ca857a7b22c5b948c675f9970cc07b5a908c3f486be3f5656c86e20b5479f14,374ddc9f6ecd01c04ff957576f032fec18f0ebbb53f6651a725ad0b6aff7786d
M5,5,5,W_available,W_available,9b53ee37353270e1b0ca616aa5918ffb5cc9d2feb411e13c5e36ece0e8ae3230,da919837310ecbc19da2290d84a58a297c7c2b52b9e1c2ea8522e5fc85dd33f6,9b53ee37353270e1b0ca616aa5918ffb5cc9d2feb411e13c5e36ece0e8ae3230,da919837310ecbc19da2290d84a58a297c7c2b52b9e1c2ea8522e5fc85dd33f6,"[2.113420691530584,3.5060036234391987]",2.809712157484891,315,78,315,78,71,244,18,60,0,0,0,0,0,0,0,0,0,True,M0_W_available,True,a5f6b8e571d222ce442b87b54c7fe295ccfce3201cfc1f75c3859a00fcbc46b0,a0bbb4b4ab475fffb725dd2c04c407273cf57c486bd00198e3d77f736e7434ce,False,False,False,False,False,888a4bbc871548fbef9cacc767d00cc9f01ed68d4396e20ee2063a0c098c3dfe,ae3ed731308d4915675678258bc1c23d9a9e9e493fec4dd57745e7049a3b5cb2,535f0aa7caef877727dc08bb70741b1c96ed4542230b5cfbf173eeff48677217,24764ee31381621d6a71098a00277743b126a8f00c382afb89d819357ece6502,adc8665ed5bc639353744bc6f2aa22ab421cf0a88e457057123ee29fbf7bcc70,0ca857a7b22c5b948c675f9970cc07b5a908c3f486be3f5656c86e20b5479f14,374ddc9f6ecd01c04ff957576f032fec18f0ebbb53f6651a725ad0b6aff7786d
M2_R_low,5,5,R_low,R_low,9b53ee37353270e1b0ca616aa5918ffb5cc9d2feb411e13c5e36ece0e8ae3230,da919837310ecbc19da2290d84a58a297c7c2b52b9e1c2ea8522e5fc85dd33f6,410218b3e061a14c6fdb2f437666873646dbfab682f4dd7f69c32e9deacf6f15,da919837310ecbc19da2290d84a58a297c7c2b52b9e1c2ea8522e5fc85dd33f6,"[2.113420691530584,3.5060036234391987]",2.809712157484891,315,78,313,78,70,243,18,60,1,1,313,0,0,78,1,1,391,True,M3L,True,a5f6b8e571d222ce442b87b54c7fe295ccfce3201cfc1f75c3859a00fcbc46b0,a0bbb4b4ab475fffb725dd2c04c407273cf57c486bd00198e3d77f736e7434ce,False,False,False,False,False,888a4bbc871548fbef9cacc767d00cc9f01ed68d4396e20ee2063a0c098c3dfe,ae3ed731308d4915675678258bc1c23d9a9e9e493fec4dd57745e7049a3b5cb2,535f0aa7caef877727dc08bb70741b1c96ed4542230b5cfbf173eeff48677217,24764ee31381621d6a71098a00277743b126a8f00c382afb89d819357ece6502,adc8665ed5bc639353744bc6f2aa22ab421cf0a88e457057123ee29fbf7bcc70,0ca857a7b22c5b948c675f9970cc07b5a908c3f486be3f5656c86e20b5479f14,374ddc9f6ecd01c04ff957576f032fec18f0ebbb53f6651a725ad0b6aff7786d
M3L,5,5,R_low,R_low,9b53ee37353270e1b0ca616aa5918ffb5cc9d2feb411e13c5e36ece0e8ae3230,da919837310ecbc19da2290d84a58a297c7c2b52b9e1c2ea8522e5fc85dd33f6,410218b3e061a14c6fdb2f437666873646dbfab682f4dd7f69c32e9deacf6f15,da919837310ecbc19da2290d84a58a297c7c2b52b9e1c2ea8522e5fc85dd33f6,"[2.113420691530584,3.5060036234391987]",2.809712157484891,315,78,313,78,70,243,18,60,1,1,313,0,0,78,1,1,391,True,M2_R_low,True,a5f6b8e571d222ce442b87b54c7fe295ccfce3201cfc1f75c3859a00fcbc46b0,a0bbb4b4ab475fffb725dd2c04c407273cf57c486bd00198e3d77f736e7434ce,False,False,False,False,False,888a4bbc871548fbef9cacc767d00cc9f01ed68d4396e20ee2063a0c098c3dfe,ae3ed731308d4915675678258bc1c23d9a9e9e493fec4dd57745e7049a3b5cb2,535f0aa7caef877727dc08bb70741b1c96ed4542230b5cfbf173eeff48677217,24764ee31381621d6a71098a00277743b126a8f00c382afb89d819357ece6502,adc8665ed5bc639353744bc6f2aa22ab421cf0a88e457057123ee29fbf7bcc70,0ca857a7b22c5b948c675f9970cc07b5a908c3f486be3f5656c86e20b5479f14,374ddc9f6ecd01c04ff957576f032fec18f0ebbb53f6651a725ad0b6aff7786d
M2_R_high,5,5,R_high,R_high,9b53ee37353270e1b0ca616aa5918ffb5cc9d2feb411e13c5e36ece0e8ae3230,da919837310ecbc19da2290d84a58a297c7c2b52b9e1c2ea8522e5fc85dd33f6,8088e3d467a70c2b43132e45856e5e623a153df3827a7a9159304e7b5a9fb981,8f7011cec339c919e8fe9c89914fa71da0577f92f24da70ced5516f3c1e4db6c,"[2.113420691530584,3.5060036234391987]",2.809712157484891,315,78,287,69,66,221,18,51,20,8,287,4,5,69,24,13,356,True,M3H,True,a5f6b8e571d222ce442b87b54c7fe295ccfce3201cfc1f75c3859a00fcbc46b0,a0bbb4b4ab475fffb725dd2c04c407273cf57c486bd00198e3d77f736e7434ce,False,False,False,False,False,888a4bbc871548fbef9cacc767d00cc9f01ed68d4396e20ee2063a0c098c3dfe,ae3ed731308d4915675678258bc1c23d9a9e9e493fec4dd57745e7049a3b5cb2,535f0aa7caef877727dc08bb70741b1c96ed4542230b5cfbf173eeff48677217,24764ee31381621d6a71098a00277743b126a8f00c382afb89d819357ece6502,adc8665ed5bc639353744bc6f2aa22ab421cf0a88e457057123ee29fbf7bcc70,0ca857a7b22c5b948c675f9970cc07b5a908c3f486be3f5656c86e20b5479f14,374ddc9f6ecd01c04ff957576f032fec18f0ebbb53f6651a725ad0b6aff7786d
M3H,5,5,R_high,R_high,9b53ee37353270e1b0ca616aa5918ffb5cc9d2feb411e13c5e36ece0e8ae3230,da919837310ecbc19da2290d84a58a297c7c2b52b9e1c2ea8522e5fc85dd33f6,8088e3d467a70c2b43132e45856e5e623a153df3827a7a9159304e7b5a9fb981,8f7011cec339c919e8fe9c89914fa71da0577f92f24da70ced5516f3c1e4db6c,"[2.113420691530584,3.5060036234391987]",2.809712157484891,315,78,287,69,66,221,18,51,20,8,287,4,5,69,24,13,356,True,M2_R_high,True,a5f6b8e571d222ce442b87b54c7fe295ccfce3201cfc1f75c3859a00fcbc46b0,a0bbb4b4ab475fffb725dd2c04c407273cf57c486bd00198e3d77f736e7434ce,False,False,False,False,False,888a4bbc871548fbef9cacc767d00cc9f01ed68d4396e20ee2063a0c098c3dfe,ae3ed731308d4915675678258bc1c23d9a9e9e493fec4dd57745e7049a3b5cb2,535f0aa7caef877727dc08bb70741b1c96ed4542230b5cfbf173eeff48677217,24764ee31381621d6a71098a00277743b126a8f00c382afb89d819357ece6502,adc8665ed5bc639353744bc6f2aa22ab421cf0a88e457057123ee29fbf7bcc70,0ca857a7b22c5b948c675f9970cc07b5a908c3f486be3f5656c86e20b5479f14,374ddc9f6ecd01c04ff957576f032fec18f0ebbb53f6651a725ad0b6aff7786d
